1268,1287,370,1810,538
345,1802,742,1842,45
79,1847,878,1895,145
1550,529,275,1508,767
268,1019,1283,794,570
1958,1404,251,316,966
1644,1822,28,1394,564
1463,1922,1946,1759,1419
1922,197,479,291,581
448,1513,62,731,1780
321,1098,1522,650,781
768,565,966,442,1316
1813,1998,1694,721,51
144,846,472,999,1757
1114,426,379,477,1263
338,640,1045,511,288
1654,1634,927,511,1570
1119,1538,1068,1989,415
248,182,235,1557,1811
1332,250,1188,1853,707
1515,1520,1141,1586,1716
1957,1188,99,198,1151
1473,362,1574,143,834
797,1385,1218,623,651
924,627,1187,283,770
657,1422,1155,1603,287
1062,1791,1752,917,472
1616,1595,1981,499,1500
1846,160,12,203,1118
587,1759,1403,1155,376
56,529,197,1249,1883
1979,1855,57,688,517
1798,1964,143,47,1647
1461,688,1863,1885,1047
1814,1899,1098,120,468
1855,1015,118,1685,81
1424,555,1402,64,440
1676,254,1616,1323,403
711,603,1014,255,1627
132,681,660,828,543
1686,946,1910,698,963
239,1268,814,1809,1069
1116,1719,694,1987,1683
626,744,1995,1135,1992
1319,860,663,535,565
1358,1450,1619,80,1144
1650,660,411,93,1129
1967,1178,1155,662,390
1815,1733,506,1632,1078
140,1074,758,697,1982
300,286,1031,972,1819
1967,246,98,672,55
412,476,58,1900,942
892,1257,400,1908,427
1237,627,1825,929,853
1585,1751,1733,1283,1179
255,1975,496,963,1860
1439,1737,768,1398,961
1519,543,1511,1355,785
381,521,1364,587,506
1371,1149,1190,246,384
791,884,10,1575,373
1263,695,1085,425,427
468,1802,639,1306,1229
1686,470,1200,280,1159
1854,1386,363,253,1559
1424,91,103,281,264
891,1652,105,222,304
1277,1940,284,1566,1125
854,957,1012,1433,335
1077,294,1971,212,1024
1175,840,1340,296,488
1783,1859,174,881,170
433,981,615,1337,731
127,284,540,1051,1137
977,1640,1944,1728,1085
778,902,768,482,196
488,574,85,1573,297
1288,1875,884,1968,1767
591,949,1033,1940,1161
994,1433,1350,1488,251
511,661,1797,874,1099
1719,675,1088,1617,1953
1320,1686,1528,1410,328
1665,502,1713,203,1810
1968,1630,978,114,1498
569,142,15,660,1540
269,835,1001,1020,1379
685,781,1827,706,1953
570,1502,1176,1308,1762
1775,1758,495,586,1015
497,642,505,902,1872
71,1554,1301,1486,1761
107,1824,1503,1985,587
1550,629,1572,1174,632
246,275,1763,1223,113
1780,122,1917,125,1353
1501,711,1222,370,1723
1364,965,1719,1360,842
70,752,1456,235,1448
1327,1866,1036,874,294
1644,1604,1514,1219,33
198,227,1936,799,1544
1889,420,647,1285,1594
1966,289,32,953,1054
1100,666,1195,150,45
574,336,726,1890,606
1142,1820,1614,1654,525
37,476,190,71,1746
1049,1365,1239,1380,975
29,1190,1710,1051,247
1892,1666,1328,611,1026
1938,212,1373,432,1089
92,747,383,1659,573
286,683,1050,1014,696
210,2000,388,1898,1213
1142,1979,1634,1200,1566
322,316,638,224,317
221,223,1406,505,107
1530,1364,1853,327,833
832,649,1050,1453,874
1062,392,1240,248,297
1685,950,1594,1670,826
1930,1100,292,32,551
1782,422,1658,983,906
865,1473,324,873,725
1316,1346,1610,1580,707
760,351,525,908,1493
49,1930,464,305,1426
1062,1413,1693,125,840
1884,107,16,1309,1893
784,405,1221,1304,161
1847,1465,1939,1827,1711
1675,175,177,1852,1371
1361,525,67,449,1904
702,226,1897,761,946
1901,455,1236,215,1308
1777,570,1519,1802,269
1285,1924,584,507,228
352,1471,509,1055,433
138,958,325,1914,1275
256,183,1528,497,788
1690,1877,901,1286,599
142,1464,1175,183,1546
1082,1010,153,902,1334
12,1698,462,674,527
1964,1713,1325,45,219
169,1535,1895,249,270
1061,1731,885,1843,1336
641,1219,1489,839,1475
1866,1264,1177,1128,673
324,1072,691,1720,403
1370,1476,1940,1894,533
1562,1581,270,144,1901
397,536,110,367,856
1195,1688,370,1398,187
1168,1558,445,390,1034
1032,79,1644,981,1620
789,1265,533,1802,459
464,1256,624,1537,665
1170,793,1464,1454,538
513,32,1150,516,384
502,1596,846,1155,349
864,231,996,50,589
1615,1572,977,331,556
1258,1025,327,1975,93
633,967,355,1010,182
1025,886,714,1321,627
1786,1081,145,821,225
1968,1602,551,548,1844
1958,491,1132,1860,1187
393,1233,660,1480,1621
1685,1312,1142,1094,1978
991,418,1204,724,784
1608,998,1772,772,1948
77,462,133,1566,846
257,1861,1899,86,610
829,137,927,1585,116
1210,918,1733,1817,1308
592,1225,765,866,1365
20,616,991,1368,693
1871,1801,30,1066,1825
1984,1226,1178,415,1298
662,1235,223,929,239
517,936,1949,562,1766
1030,28,1724,1930,1511
1567,1125,318,1954,1085
1549,698,1577,1303,902
573,1990,1259,345,1085
524,1585,1796,202,1371
1565,1447,1872,1521,1112
1816,1786,840,294,983
692,1226,1298,557,1741
800,757,1972,1122,1982
1277,584,1404,1962,1704
1127,79,1965,445,1148
180,851,1558,1549,1136
1674,1784,1542,1192,1570
914,1977,1638,253,231
236,570,1404,785,1015
483,948,1880,969,1226
896,1132,885,195,403
1562,605,1123,944,1824
1677,1044,1446,1960,1804
1622,22,1107,1788,1088
159,1488,23,1787,103
1020,1940,1476,12,870
804,939,1056,1284,1699
631,1039,1319,1890,897
858,1893,1383,412,349
735,1629,1404,1692,1278
1488,293,1593,1879,1830
1211,833,747,29,714
1052,1327,546,620,472
85,1287,604,1809,1966
240,529,670,1296,737
1186,1232,1054,1964,701
689,634,892,390,1710
1049,511,838,1879,1529
1910,881,1388,1117,1220
80,278,134,1985,61
1043,1879,991,1546,869
850,1319,483,189,878
1389,870,1992,1372,1541
1221,17,1963,1340,1483
409,1069,1397,1624,1629
1517,872,1702,1607,1087
365,364,889,142,1578
1133,270,1891,775,200
925,1663,174,1713,276
340,1874,1195,790,1276
1822,1561,60,258,666
337,1835,1190,455,1907
1479,1816,576,599,1339
134,1703,1554,438,938
1746,141,1612,1002,386
1330,947,386,252,389
478,1406,1505,866,1013
1084,113,254,1625,1142
331,1268,362,417,708
1087,1964,517,961,1702
1222,816,994,376,81
54,268,1677,527,811
1908,1100,951,1829,1335
599,1694,1636,1224,612
195,492,1460,775,493
1341,1294,693,950,1849
542,1821,1973,152,614
1341,1244,519,751,1356
1940,143,198,1858,328
911,1147,1490,560,1167
1925,934,453,1152,1247
356,601,1980,1107,393
569,1056,313,821,1105
1839,1193,1349,185,1788
1001,649,736,1231,258
1176,1197,1742,1601,1219
110,1197,1775,263,1948
130,979,200,418,940
628,1189,1920,26,1067
469,856,659,1834,1786
707,1505,1711,1959,846
486,1473,1659,1185,342
1436,1055,1298,1773,211
1642,1262,1615,1276,620
1572,1454,1587,962,1903
1057,1175,572,1125,127
1208,136,1588,1485,124
1875,514,1566,1917,1890
372,974,1202,418,1454
366,1126,1402,1028,1645
979,1040,1341,1478,218
1497,1513,1674,1551,1906
1313,281,1440,1146,1793
771,25,1095,318,142
1414,1357,751,1660,958
1151,826,429,1724,930
1016,1674,559,999,319
1924,1897,621,1424,371
244,1697,421,577,1117
508,737,326,1247,1328
1228,1386,106,1342,1145
656,917,713,506,969
44,955,1563,1981,530
794,837,231,91,1411
1921,960,1341,349,1551
324,866,168,420,1589
1025,226,373,847,1882
23,369,43,1176,533
1858,864,1378,1555,803
542,287,1637,752,1350
586,1822,798,548,1277
1498,1858,1918,1715,185
1200,1413,1528,1365,148
1188,1317,31,859,1215
792,475,505,16,1996
788,736,596,1094,240
1465,700,1127,1815,1266
347,486,766,1966,1621
299,1304,680,1792,1987
305,1042,1410,927,1427
1117,835,1630,1838,1568
1064,503,243,569,359
730,859,523,86,39
30,1358,721,1757,341
1368,1867,1607,1774,1339
24,1239,1599,1395,1870
1133,974,1366,58,838
1422,310,1847,1847,1800
81,1415,1390,1116,1081
1792,109,135,729,472
1486,280,1722,721,391
993,704,1959,1680,1038
1985,434,163,266,1567
666,1536,1732,1243,1405
1398,690,1739,882,1634
1663,1385,140,1116,1217
1257,1769,1731,1333,1740
470,1297,55,715,1080
593,725,474,422,300
1443,840,1184,688,1904
449,391,930,17,279
1707,1803,97,952,912
1707,1758,71,511,1255
1389,182,574,1498,366
435,1357,600,656,1315
1887,558,530,1928,495
1083,900,1733,1955,1003
1089,1577,74,680,1171
788,1803,342,89,1846
631,1544,697,1566,1049
1340,2000,909,966,640
1046,498,1487,39,1384
402,684,1562,1971,1035
1268,1455,1800,1648,1246
860,1762,354,1245,1354
1007,1398,1413,1396,1812
123,1170,79,929,249
173,1597,1083,911,893
592,1801,651,403,744
1307,105,1527,770,14
1360,274,1568,319,894
1953,910,774,1443,1103
895,53,529,762,88
843,1165,1834,152,1887
70,441,631,718,93
304,687,61,872,172
947,702,102,353,387
1774,1184,1412,863,491
1050,269,261,354,1775
1834,1393,1002,421,1703
159,43,56,783,616
69,342,523,1441,349
1817,453,398,911,666
457,87,62,1008,1247
1250,773,1719,781,694
1081,1332,827,806,748
1646,1378,648,384,1218
1870,200,321,1373,1075
260,341,69,1313,1604
1201,1044,1119,360,982
1004,1091,112,1842,1580
463,472,311,609,394
1858,1409,462,1154,207
613,335,518,1776,1626
363,925,1014,874,1950
1214,1787,161,476,702
928,708,503,1661,1654
336,843,1280,237,198
1839,1827,1599,1502,1957
1593,1306,573,1241,1344
1091,1287,588,425,740
1479,49,146,575,600
1219,1263,652,1212,132
1920,1821,517,806,45
927,878,627,1534,1456
822,637,1244,920,1794
552,802,1524,1473,1577
501,1609,1413,341,323
1617,1155,614,1218,319
584,1358,1107,84,531
528,1618,1499,1650,905
1498,960,945,804,1379
99,1036,291,1102,229
831,1328,938,689,224
432,1838,889,261,271
1012,957,1513,640,635
1538,834,740,359,424
1781,1677,734,1062,933
1937,1816,1310,256,455
799,551,1637,1008,214
1841,74,24,495,38
302,1956,1297,1872,1039
1738,1879,1627,595,485
793,83,281,995,528
679,1509,1456,31,1314
1075,1142,282,14,1039
495,569,1852,42,1188
1566,414,1733,97,510
681,1293,853,937,316
1852,308,381,767,561
822,278,1915,551,918
1273,218,1938,798,1691
130,495,546,130,1395
532,366,251,1751,479
1491,1139,1957,1843,1083
590,972,596,1239,1819
1814,1804,1819,1944,1030
1204,1664,1832,406,1653
161,1032,1073,1773,1168
786,379,1488,1969,688
1130,1582,1124,383,610
1352,16,722,1358,627
1525,151,649,1533,1617
1684,407,168,1729,1259
1208,1759,498,1494,646
170,865,1955,1162,1753
961,1695,535,44,120
1050,1475,1051,1045,252
1050,999,634,1611,269
645,658,37,1667,1635
1923,1881,1896,311,1362
1880,854,1022,973,1296
169,1742,1012,1765,52
543,145,531,773,1200
1860,145,1278,466,755
40,1450,1771,951,1480
1287,1845,1146,1467,755
1064,703,1085,1418,780
1651,513,1102,1504,1291
483,633,927,1562,1022
1418,224,1934,1410,1067
392,767,665,176,375
1997,1499,318,196,1226
473,373,1400,1604,1539
716,1606,233,1109,657
680,1425,1132,1041,119
1981,310,1428,10,1386
148,700,1932,1228,1206
